just	Sadece
doherty	doherty
sonny	oğul
unc	amca
conscientiousness	vicdanlılık
kohler	kohler
patria	vatan
prelate	başrahip
stockroom	depo
guardhouse	nöbetçi kulübesi
scientism	bilimcilik
bundesbank	federal banka
dalton	Dalton
mudroom	çamur odası
reproducibility	tekrarlanabilirlik
ucsf	ucsf
sounder	siren
baroness	barones
nhtsa	nhtsa
refereeing	hakemlik
ciudad	şehir
fisk	fisk
superposition	süperpozisyon
mauser	mavzer
ionosphere	iyonosfer
bauxite	boksit
krill	karides
slo	slo
histogram	histogram
habitus	alışkanlık
heritability	kalıtsallık
pee-wee	çiş-çiş
luo	luo
scrapie	hurdacı
attainder	başarıyı elde eden kişi
nucleon	nükleon
thimerosal	timerosal
glucagon	glukagon
malee	hariç
artus	çerçeve
hallenbeck	Hallenbeck
shrivel	buruşmak
sputter	püskürtmek
foretell	önceden bildirmek
falsify	tahrif etmek
sensitize	duyarlı hale getirmek
digitize	dijitalleştirmek
buttoned-down	düğmeli
bad-boy	kötü çocuk
churlish	kaba
pocket-size	cep boyutunda
anti-establishment	düzen karşıtı
quotable	alıntı yapılabilir
strappy	askılı
ten-day	on gün
whispery	fısıltılı
customizable	özelleştirilebilir
fourth-place	dördüncü sıra
powder-blue	toz mavi
quality-control	kalite kontrol
get-out-the-vote	oydan çekilme
mousy	fare gibi
non-military	askeri olmayan
back-office	arka ofis
big-band	büyük grup
fifteen-minute	on beş dakika
patent-leather	patentli deri
two-income	iki gelirli
single-issue	tek konu
front-wheel	ön tekerlek
anti-tobacco	tütün karşıtı
microeconomic	mikroekonomik
universalistic	evrenselci
phoenician	Fenikeli
shallow-water	sığ su
polycarbonate	polikarbonat
triennial	üç yıllık
aunque	rağmen
krispy	gevrek
corneal	kornea
nietzschean	Nietzsche'ci
euclidean	Öklidyen
upi	upi
parasympathetic	parasempatik
afro-brazilian	Afro-Brezilyalı
bioptic	biyoptik
bungling	beceriksiz
coziness	rahatlık
do-gooder	iyiliksever
perfidy	hain
short-circuit	kısa devre
accordance	uygunluk
punchline	can alıcı nokta
crisscross	çapraz
we're	biz
businessperson	iş adamı
imprecision	belirsizlik
scouring	ovma
rifleman	tüfekçi
misdirection	yanlış yönlendirme
woof	hav
domicile	ikametgah
subcontract	taşeronluk
seacoast	sahil
cubbyhole	küçük delik
radio-frequency	radyo frekansı
rower	kürekçi
emt	emt
nursemaid	dadı
orinda	yerinde
receivership	vasilik
deadbolt	sürgü
cloakroom	vestiyer
pinata	pinata
taxidermist	tahnitçi
paso	paso
subsoil	toprak altı
homestand	ev sahibi
oleander	zakkum
encephalopathy	ensefalopati
bailey	bailey
periodicity	periyodiklik
chavez	Chavez
pogrom	pogrom
hyatt	Hyatt
presidio	Başkanlık odası
gerontologist	gerontolog
otolaryngology-head	kulak burun boğaz uzmanı
guerrero	gerilla
opt-out	vazgeçmek
mira	mira
sphagnum	sfagnum
bondsman	kefil
orca	orka
thang	şey
whaler	balina avcısı
irreversibility	geri dönülmezlik
hud	hadi
parlour	salon
etait	öyleydi
bluegill	mavi solungaç
cygnus	kuğu
iga	iga
saccharin	sakarin
pollack	pollack
biomedicine	biyotıp
austral	Avustralya
cession	vazgeçme
non-elite	elit olmayan
chet	Çet
kongo	kongo
rabe	raber
zain	zain
sonia	sonya
spaceman	uzay adamı
wardroom	koğuş odası
caspar	kaspar
affectivity	duygusallık
aircar	uçak
ige	ben
nonaut	çörek
murtaugh	Murtaugh
whet	uyandırmak
downgrade	not düşürme
naturalize	vatandaşlığa kabul etmek
icily	buz gibi
things	şeyler
hands-down	eller aşağı
sing-song	şarkı söylemek
hassle-free	sorunsuz
opening-night	açılış gecesi
wanna-be	olmak istiyorum
oratorical	hatiplikle ilgili
useable	kullanışlı
room-temperature	oda sıcaklığı
oxymoronic	oksimoronik
low-cal	düşük kalorili
kurd	Kürt
legless	bacaksız
anti-corruption	yolsuzlukla mücadele
particularistic	ayrıntıcı
multi-disciplinary	çok disiplinli
ventral	ventral
killian	Killian
native-american	yerli Amerikalı
wilsonian	Wilson dönemi
duval	duval
child-welfare	çocuk refahı
pre-hispanic	İspanyol öncesi
quintile	beşte birlik dilim
ji	ji
bahian	işemek
blandness	yumuşaklık
impulsiveness	dürtüsellik
nimbus	bulut
open-mindedness	açık fikirlilik
iconoclast	ikonoklast
buttonhole	ilik
lowlife	serseri
foist	yumruk
escapee	kaçak
orderliness	düzenlilik
pastureland	mera
bestiality	hayvanlarla cinsel ilişki
exoneration	temize çıkarma
haunch	kalça
offa	offa
sanskrit	Sanskritçe
ziploc	ziploc
bratwurst	sosis
sortie	sorti
molybdenum	molibden
sequoia	sekoya
nonprescription	reçetesiz
parfait	parfe
nonconformity	uygunsuzluk
gar	gar
harrier	engelleyici
self-employment	serbest meslek
ironwood	demir ağacı
truth-telling	doğruyu söylemek
watchmaker	saatçi
antidiscrimination	ayrımcılık yasağı
forestland	ormanlık alan
frasier	daha fraser
yip	yip
challah	yine de
cinco	Cinco
deerskin	geyik derisi
readmission	geri kabul
polanski	Polanski
semifinalist	yarı finalist
habanero	habanero
pectin	pektin
stepper	step
stilt	uzun bacak
chiron	chiron
mesclun	mesclun
tryptophan	triptofan
anaconda	anakonda
ingram	ingram
intercity	şehirlerarası
darden	cesaret etmek
fsu	fsu
garrett	Garrett
tippet	atkı
embryology	embriyoloji
humerus	kol kemiği
alkyd	alkid
nimh	nimh
handedness	el tercihi
beatitude	mutluluk
maser	usta
tenon	zıvana
malathion	malathion
thyroidectomy	tiroidektomi
rorty	kirli
postintervention	müdahale sonrası
sesno	mevsim
lando	arazi
qumran	Kumran
mantan	eski-
ingratiate	nankör olmak
leapfrog	birdirbir
devolve	devretmek
renege	caymak
repatriate	ülkesine geri göndermek
baptize	vaftiz etmek
pell-mell	karmakarışık
pauly	Pauli
natty	güzel
again	Tekrar
doing	yapmak
forgivable	affedilebilir
hand-me-down	elden düşme
misbegotten	yaramazlık
unbridgeable	köprülenemez
no-go	gitmemek
spur-of-the-moment	anlık bir olay
going-away	ayrılmak
on-court	sahada
kept	tutulmuş
pendulous	sarkık
two-bit	iki bitlik
child-like	çocuksu
pre-industrial	sanayi öncesi
snarky	alaycı
scorched-earth	kavrulmuş toprak
unwholesome	sağlıksız
race-car	yarış arabası
anti-terror	terörle mücadele
country-club	şehir kulübü
total-body	tüm vücut
marvellous	muhteşem
antipoverty	yoksullukla mücadele
ingrown	batık
scalable	ölçeklenebilir
fold-down	katlanabilir
declaratory	beyan edici
first-line	ilk satır
caped	pelerinli
anti-colonial	sömürge karşıtı
three-season	üç sezon
psychodynamic	psikodinamik
acid-free	asitsiz
intermediate-term	ara dönem
pleomorphic	pleomorfik
fulminant	şiddetli
diffidence	çekingenlik
underling	ast
inviolate	dokunulmaz
part-owner	kısmi sahibi
copywriter	metin yazarı
wounding	yaralama
clip-on	klipsli
inappropriateness	uygunsuzluk
jackknife	çakı
misfire	tekleme
worthlessness	değersizlik
home-style	ev tarzı
longshot	uzaktan atış
beatnik	beatnik
co-existence	birlikte yaşama
dif	fark
dotcom	dotcom
overwork	fazla çalışma
minibus	minibüs
madras	medrese
nametag	isim etiketi
poultice	lapa
barrow	el arabası
lookin	arama konumu
downgrading	not düşürme
litigant	davacı
midlife	orta yaş
shill	şil
mor	sabah
standin	kabul edilmiş
hadron	hadron
dax	dax
soyuz	soyuz
cockney	Cockney
intellectualism	entelektüalizm
nitroglycerin	nitrogliserin
gallo	galo
phat	şişman
pasteurization	pastörizasyon
vexation	can sıkıntısı
girder	kiriş
snifter	keskin nişancı
strangler	boğucu
cesium	sezyum
snowsuit	kar kıyafeti
exhumation	mezardan çıkarma
momento	an
bottler	şişeleyici
bundt	demet
magnifier	büyüteç
rapier	meç
sacristy	kutsallık
cubby	küçük
viscount	vikont
lead-acid	kurşun-asit
amazon	Amazon
nueva	yeni
criticality	kritiklik
tensor	tensör
allis	Allis
dade	baba
ganglion	ganglion
hantavirus	hantavirüs
norplant	Norplant
beavis	beavis
cpap	cpap
osp	osp
graywater	gri su
imbue	aşılamak
subsume	kapsamak
levitate	havaya yükselmek
neely	nenely
thought-out	düşünülmüş
after-work	iş sonrası
hard-luck	şanssızlık
overwrought	aşırıya kaçılmış
kaput	kaput
underpaid	az ödenen
low-paid	düşük ücretli
malodorous	kötü kokulu
now-familiar	artık tanıdık
smoggy	dumanlı
cut-out	kesmek
off-year	yıl dışı
yellow-green	sarı-yeşil
art-house	sanat evi
high-calorie	yüksek kalorili
bared	çıplak
third-class	üçüncü sınıf
behavioural	davranışsal
french-canadian	Fransız-Kanadalı
heart-rate	kalp atış hızı
neo-classical	neo-klasik
tiki	tiki
jihadi	cihatçı
time-dependent	zamana bağlı
froggy	kurbağa gibi
nonnuclear	nükleer olmayan
regulative	düzenleyici
lian	Lian
tubeless	tüpsüz
peconic	pekonik
lead-up	liderlik
corps	kolordu
crapshoot	saçmalık
trifecta	üçlü
spendthrift	müsriflik
pre-eminence	üstünlük
updraft	havanın yükselmesi
fairytale	masal
knockdown	yıkmak
suckling	emzirme
barrenness	kısırlık
simpleton	budala
favour	iyilik
piling	kazık
cliffside	uçurum kenarı
trois	üç
antipasto	meze
sheetrock	alçıpan
anti-depressant	antidepresan
curate	papaz
hagiography	hagiografi
accompanist	eşlikçi
cryin	ağlıyor
gorgonzola	Gorgonzola
home-building	ev inşası
co-optation	ortak seçim
professoriate	profesörlük
urinalysis	idrar tahlili
interpolation	enterpolasyon
raingear	yağmurluk
serf	serf
oxygenation	oksijenlenme
fois	kez
whoo	vay
datsun	datsun
t-mobile	t-mobile
simulacra	görseller
tarantula	tarantula
musicology	müzikoloji
projectionist	makinist
batterer	acı
nonresponse	tepkisizlik
uhh	ah
uva	uva
calcification	kireçlenme
sucrose	sakaroz
exploratorium	keşif amaçlı
freeride	serbest sürüş
surg	dalgalanma
valance	saçak
baucus	baucus
kris	kris
germanium	germanyum
autoimmune	otoimmün
commodore	komodor
kidman	çocuk adam
pequot	pequot
pip	pip
clemente	clemente
walkie	telsiz
feldspar	feldispat
cinnabar	zinober
h-p	h-p
trilby	fötr
delmar	delmar
kugler/westphal	kugler/westfalen
charrette	araba
sponsor/car	sponsor / araba
lowrey	aşağılık
name-age	isim yaşı
chafe	sürtünme
impugn	itiraz etmek
attenuate	zayıflatmak
quick-fix	hızlı düzeltme
should	yapmalı
nubile	çekici
omnivorous	her şeyi yiyen
reagan-era	Reagan'a
high-stress	yüksek stres
alight	yanmak
nonnegotiable	pazarlık konusu edilemez
tweedy	tüvit
counter-productive	verimsiz
nervy	gergin
wifely	eş olarak
before-and-after	öncesi ve sonrası
no-name	isimsiz
querulous	şikayetçi
creditable	güvenilir
octogenarian	seksenlik
pull-down	aşağı çekme
full-year	tam yıl
itty-bitty	ufacık
five-gallon	beş galon
lie-detector	yalan makinesi
viridian	erkeksi
gobi	gobi
post-intelligencer	istihbarat sonrası
soviet-american	Sovyet-Amerikalı
non-lethal	ölümcül olmayan
philological	filolojik
kreme	krem
antimissile	füzesavar
early-onset	erken başlangıçlı
perfectionistic	mükemmeliyetçi
nondiagnostic	tanısal olmayan
careen	Careen
belt-tightening	kemer sıkma
conversationalist	konuşmacı
condoleezza	taziye
states	eyaletler
unevenness	eşitsizlik
face-down	yüz aşağı
highball	yüksek top
co-production	ortak yapım
velveteen	kadife
matchstick	kibrit çöpü
shielding	koruyucu
triplicate	üç kopya
tinderbox	çıra kutusu
fightin	savaştım
midair	havada
vassal	vasal
microclimate	mikro iklim
ren	Ren
fixe	düzeltmek
laceration	yırtık
signer	imzalayan
survivalist	hayatta kalan
shellac	şellak
leger	bilgiç
minestrone	sebzeli çorba
bouillabaisse	bouillabaisse
harbour	liman
roaster	kavurma makinesi
roofer	çatı ustası
ithaca	ithaca
electrophoresis	elektroforez
pragmatics	pragmatik
soto	soto
digitization	sayısallaştırma
intrastate	eyalet içi
regency	naiplik
pico	piko
prescribing	reçete yazmak
panfish	panfish
baylor	baylor
hite	hit
wabash	saçma sapan
rey	rey
vermicelli	şehriye
mickelson	Mickelson
radiography	radyografi
toxics	toksikler
vermiculite	vermikülit
fairchild	güzel çocuk
roxy	roxy
lucille	Lucille
nana	büyükanne
reclassification	yeniden sınıflandırma
bevel	eğim
ono	hayır
airtran	hava yolu
illuminator	aydınlatıcı
crankbait	krank yemi
bret	Bret
yap	yap
mla	mla
phylogeny	soyoluş
ome	om
subduction	dalma
monism	monizm
tancredo	tancredo
transept	çapraz geçişli
mikey	Mikey
etch	aşındırmak
minimis	minimis
jarrett	Jarrett
magnetization	mıknatıslanma
hemodialysis	hemodiyaliz
armorer	zırhçı
fanon	fanon
bonobo	bonobo
nepa	nepa
pinkwater	Pembe su
munny	munny
revere	hürmet etmek
comport	rahatlık
gratify	memnun etmek
fizzle	fışkırmak
doily	bardak altlığı peçete
ever-popular	her zaman popüler
highest-profile	en yüksek profil
bumper-to-bumper	tampondan tampona
five-bedroom	beş yatak odalı
outdoorsy	açık havada
peachy	şeftali rengi
tech-savvy	teknoloji meraklısı
unalterable	değiştirilemez
nonsteroidal	steroidal olmayan
off-field	saha dışı
sese	yanlış
night-time	gece vakti
inexpressible	ifade edilemez
robed	cübbeli
psychotherapeutic	psikoterapötik
dkny	dkny
oracular	kehanet
tasmanian	Tazmanya
home-court	ev mahkemesi
medium-term	orta vadeli
nonagricultural	tarım dışı
bonny	güzel
all-big	çok büyük
all-wheel-drive	dört tekerlekten çekiş
bernal	Bernal
expansionary	genişletici
one-step	tek adım
autochthonous	yerli
glycolic	glikolik
e-business	e-iş
military-to-military	askerden askere
fijian	Fiji dili
nonsocial	sosyal olmayan
preparing	hazırlanıyor
brashness	atılganlık
midsentence	cümlenin ortası
imminence	yakınlık
panting	nefes nefese
sop	çorba
hard-liner	sert astarlı
ingratitude	nankörlük
dang	kahretsin
fairyland	masallar ülkesi
overcapacity	aşırı kapasite
bursting	patlama
flutist	flütçü
co-captain	yardımcı kaptan
demoralization	demoralizasyon
l.p	l.p.
laryngitis	larenjit
sacking	çuvallama
twit	budala
encoding	kodlama
comedienne	komedyen
largo	largo
chasing	avcılık
submissiveness	itaatkârlık
instrumentalist	çalgıcı
deepwater	derin su
housemaid	hizmetçi
seaplane	deniz uçağı
transmutation	dönüşüm
catheterization	kateterizasyon
multistage	çok aşamalı
self-mutilation	kendini yaralama
dyeing	boyama
udder	meme
rivet	perçin
scone	çörek
maliki	maliki
angiogram	anjiyogram
anatomist	anatomi uzmanı
rayburn	Rayburn
primera	Birinci
anisotropy	anizotropi
retinopathy	retinopati
caliph	halife
soba	soba
input/output	giriş/çıkış
cowrie	deniz kabuğu
lidocaine	lidokain
arapaho	Arapaho
airboat	Hava botu
pumper	pompacı
impeller	pervane
madoff	çılgın
foia	foia
glaser	camcı
regolith	regolit
merengue	beze
medigap	orta boşluk
msec	msn
eland	eland
aunty	teyze
matty	mat
salim	salim
tricorder	üç sıralı düzenek
wash-out	yıkama
buckman	haydut
mnner	daha sonra
afflict	acı çekmek
beautify	güzelleştirmek
unfurl	açılmak
subjugate	boyun eğdirmek
secrete	salgılamak
bareback	eyersiz
extra-long	ekstra uzun
half-century	yarım yüzyıl
half-dead	yarı ölü
prying	meraklı
twenty-three-year-old	yirmi üç yaşında
zen-like	Zen benzeri
lovelorn	aşk acısı
lordly	kibirli
twenty-two-year-old	yirmi iki yaşında
joking	şaka
counteroffensive	karşı saldırı
ghostlike	hayalet gibi
provable	kanıtlanabilir
vietnam-era	Vietnam dönemi
high-strength	yüksek mukavemetli
high-velocity	yüksek hız
tubby	tombul
aspirational	istek uyandıran
educative	eğitici
hieroglyphic	hiyeroglif
co-chief	eş şef
historiographical	tarih yazımı
pedagogic	pedagojik
plus-size	büyük beden
pulaski	Pulaski
child-friendly	çocuk dostu
investigational	araştırma amaçlı
illusionistic	illüzyonist
atomistic	atomistik
zero-order	sıfır dereceli
longshore	kıyı şeridi
paschal	paskalya
qur'anic	Kuran
perseid	perseid
lockean	Locke'lu
pantheistic	panteist
biogeographic	biyocoğrafik
influent	etkili
thymic	timik
africentric	Afrika merkezli
languor	halsizlik
murmuring	mırıldanma
elusiveness	ele geçmezlik
windstorm	fırtına
dumbstruck	şaşkın
grandiosity	büyüklük
marathoner	maratoncu
whiner	sızlanan
conviviality	şenlik
rollercoaster	lunapark hız treni
game-winner	oyunu kazanan
hemline	etek boyu
antihero	anti-kahraman
bruiser	yaralayıcı
veg	sebze
bel	bel
eyeglass	gözlük
introvert	içe dönük
conveyer	konveyör
steamroller	buhar silindiri
privet	kurtbağrı
screed	şap
harlot	fahişe
bodywork	kaporta
meta	meta
vintner	kazanır
hair-care	saç bakımı
mosh	moş
tee-shirt	tişört
trabajo	iş
culling	itlaf
ef	ef
parsonage	papaz evi
cocksucker	saksocu
drivin	araba kullanmak
galleon	kalyon
moderne	modern
bedroll	yatak örtüsü
fer	fer
torre	torre
baumeister	baumeister
nia	nia
pancreatitis	pankreatit
ripstop	yırtılmaz
arte	değin
al-islam	İslam
nonlinearity	doğrusal olmama
caruso	Caruso
fisa	fisa
methodism	metodizm
repeater	tekrarlayıcı
sierra	Sierra
splitter	ayırıcı
gaffer	şakacı
geller	geller
anaesthetic	anestezik
boatswain	kayıkçı
seor	seor
enculturation	kültürlenme
controllability	kontrol edilebilirlik
mineralization	mineralizasyon
caballero	kabalero
janine	janin
costello	costello
bracero	işçi
linus	Linus
skiwear	kayak giysisi
archduke	arşidük
robby	soyguncu
serif	serif
polygyny	çok karılılık
cdna	cdna
afp	afp
work/family	iş/aile
trachoma	trahom
pre-register	ön kayıt
boyar	boyar
dirdir	parlamak
dracowolf	ejderkurt
loathe	nefret etmek
cower	çömelmek
unsettle	huzursuz etmek
unmask	maskesini düşürmek
wetly	ıslak bir şekilde
raving	çılgın
saccharine	sakarin
blotchy	lekeli
inelegant	zarif olmayan
sixty-year-old	altmış yaşında
faultless	kusursuz
high-top	yüksek top
forsaken	terk edilmiş
get-tough	sertleşmek
peevish	huysuz
starlit	yıldızların aydınlattığı
crackers	krakerler
parenthetical	parantez içinde
anti-cancer	kanser karşıtı
mud-brick	kerpiç
saggy	sarkık
self-serve	kendi kendine hizmet
two-track	iki yollu
first-century	birinci yüzyıl
large-format	geniş format
closed-loop	kapalı döngü
notional	kavramsal
carmelite	karmelit
soft-shell	yumuşak kabuklu
nondestructive	tahribatsız
harken	kulak vermek
antipsychotic	antipsikotik
guest-worker	misafir işçi
neotropical	neotropikal
bataan	bataan
counterfactual	karşı-olgusal
corky	mantar gibi
capacitive	kapasitif
hyoid	hyoid
nonformal	resmi olmayan
pick-me-up	beni al
sobbing	hıçkırarak ağlayan
rawness	hamlık
seven	Yedi
intermingling	birbirine karışma
madcap	çılgın
where	Neresi
goofball	aptallık
roundtrip	gidiş
crewcut	mürettebat kesimi
examining	incelemek
gangland	çete bölgesi
ohhh	ahhh
lampshade	abajur
libation	içki
zealander	zelandalı
dieu	ölmek
vindictiveness	kindarlık
macadam	makadam
peeve	sinirlenmek
commie	komünist
slurp	höpürdetmek
luna	Luna
raytheon	Raytheon
hypoglycemia	hipoglisemi
nonsmoker	sigara içmeyen
teleology	teleoloji
food-service	yemek servisi
sectarianism	mezhepçilik
forger	sahtekâr
showboat	gösteri teknesi
weigh-in	tartılmak
gyroscope	jiroskop
muff	manşon
mullah	molla
orangutan	orangutan
kepler	Kepler
trashcan	çöp tenekesi
typography	tipografi
desensitization	duyarsızlaştırma
multiplayer	çok oyunculu
rosebush	gül fidanı
rwandan	Ruanda
ancien	eski
learjet	öğrenme
cross-contamination	çapraz bulaşma
banc	yasaklamak
calumet	kalumet
pentathlon	pentatlon
scarification	kazıma
subwoofer	derin bas hoparlörü
feedlot	besi yeri
roma	romalı
cardiomyopathy	kardiyomiyopati
grouch	homurdanmak
sachet	kese
stacey	Stacey
continence	idrarını tutamama
bolivar	bolivar
pharynx	yutak
belichick	belichick
pritzker	Pritzker
reversibility	tersine çevrilebilirlik
modulator	modülatör
eurocentrism	Avrupa merkezcilik
falafel	falafel
l'homme	adam
alia	diğer adıyla
lyceum	lise
biathlon	biatlon
holyfield	Kutsal alan
lymphocyte	lenfosit
gooden	iyi olmak
tracheostomy	trakeostomi
superset	süperset
mediastinum	mediasten
apoptosis	apoptoz
dsc	dsc
vestry	vestiyer
itc	itc
warder	gardiyan
suicidality	intihar eğilimi
ufc	ufc
gordo	Gordo
jbig	jbig
dree	üç
greenling	yeşil
yvain	Yvain
johner	Johnner
posuban	giymek
sinulog	akım
beckon	çağırmak
tamp	sıkıştırmak
fidget	kıpır kıpır
personify	kişileştirmek
declassify	gizliliğini kaldırmak
cocksure	kendinden emin
dexterous	hünerli
grocery-store	bakkal
squeaky-clean	tertemiz
explicable	açıklanabilir
six-page	altı sayfa
screwed-up	berbat
anti-vietnam	Vietnam karşıtı
second-team	ikinci takım
matt	mat
slipshod	baştan savma
insensible	duygusuz
on-call	çağrı üzerine
time-lapse	hızlandırılmış
intracoastal	kıyı içi
air-raid	hava saldırısı
v-neck	v yaka
exploitable	sömürülebilir
rectilinear	doğrusal
bent-over	eğilmiş
numinous	gizemli
pre-tax	vergi öncesi
corrosion-resistant	korozyona dayanıklı
dilatory	geciktirici
full-term	tam dönem
soundbite-of-appla	elmanın ses ısırığı
pan-european	pan-avrupa
marxian	Marksist
sunk	battı
high-def	yüksek çözünürlüklü
large-company	büyük şirket
paulist	Paulista
nonindigenous	yerli olmayan
meta-analytic	meta-analitik
eugenic	öjenik
dura-ace	sert iğne
kardashian	kardashian
cryptographic	kriptografik
school-to-work	okuldan işe
transracial	ırklar arası
spatial-temporal	mekansal-zamansal
chiastic	kiastik
pneumatological	pnömatolojik
bernzy	bernese dili
gorgorian	Gorgorian
chirping	cıvıl cıvıl
skirting	süpürgelik
falloff	düşüş
ostentation	gösteriş
fifth-grader	beşinci sınıf öğrencisi
foretaste	önceden tatmak
obeisance	saygı
pinup	iğnelemek
say-so	öyle söyle
their	onların
entreaty	yalvarma
jowl	çene
fold-out	katlanır
weeding	yabani otları ayıklamak
check-up	kontrol etmek
subhuman	insanlık dışı
absurdist	absürt
seko	takip etmek
hoodlum	serseri
foreknowledge	önbilgi
ermine	ermin
litde	sol
teleconferencing	telekonferans
point-to-point	noktadan noktaya
ambit	çevre
anti-communism	komünizm karşıtlığı
prolongation	uzatma
kiwanis	kiwaniler
handprint	el izi
compartmentalization	bölümlendirme
cartographer	haritacı
greeter	selamlayan kişi
wheeling	tekerlek sürmek
michele	Michele
farmstead	çiftlik
ont	ont
rumba	rumba
rain-forest	yağmur ormanı
wicking	emici
beanstalk	fasulye sapı
coupla	çift
lay-up	yatırma
palpation	elle muayene
councilor	meclis üyesi
familia	aile
backstretch	arka gerdirme
bioscience	biyobilim
leave-in	izin
trey	üç
extroversion	dışa dönüklük
barkeep	barmen
jolie	jolie
calloway	Calloway
degrasse	çiyden arındırmak
relinquishment	feragat
functionalism	işlevselcilik
finial	son
ironstone	demir taşı
allstate	tüm eyaletler
motorway	otoyol
sequencer	sıralayıcı
df	df
culpepper	suçlu
iroquois	iroquois
hasidim	Hasidim
franchising	franchising
usta	usta
koa	fazla
usenet	kullanım ağı
hematite	hematit
snicket	sinsi
melinda	melinda
mastic	sakız
wma	wma
ipad	ipad
sr	efendim
dyson	dison
starfleet	yıldız filosu
joran	joran
x-wing	x kanadı
chronotope	kronotop
hermione	Hermione
windowshade	pencere gölgeliği
devarona	şeytan
infuriate	çileden çıkarmak
perpetrate	suç işlemek
decentralize	merkezi olmayan hale getirmek
disembark	karaya çıkmak
exude	sızmak
localize	yerelleştirmek
considering	göz önünde bulundurarak
hundredfold	yüz kat
cacophonous	kakafoni
certifiable	belgelenebilir
jocular	şakacı
pencil-thin	kalem inceliğinde
redoubtable	korkunç
rhapsodic	rapsodik
fifty-year-old	elli yaşında
grandmotherly	büyükanne gibi
cutesy	tatlı
prepubescent	ergenlik öncesi
interdenominational	mezhepler arası
numberless	sayısız
olive-green	zeytin yeşili
pyrrhic	pirus
father-daughter	baba-kız
golden-brown	altın-kahverengi
great-great	büyük-büyük
inoperative	çalışmayan
anti-clinton	Clinton karşıtı
nontechnical	teknik olmayan
shitless	boktan
hydrochloric	hidroklorik
snakelike	yılan gibi
heart-attack	kalp krizi
herbivorous	otçul
hunan	hunan
one-child	tek çocuk
work-study	iş-çalışma
immune-system	bağışıklık sistemi
odorous	kokulu
nonsectarian	mezhepsel olmayan
enzymatic	enzimatik
multicellular	çok hücreli
perspectival	perspektif
disjunctive	ayırıcı
rear-end	arka uç
diagrammatic	diyagramatik
jacksonian	Jackson tarzı
abstinence-only	yalnızca yoksunluk
xian	xian
photoelectric	fotoelektrik
five-spice	beş baharat
latitudinal	enlem
speech-language	konuşma dili
jockeying	jokeylik
schooler	okullu
decimation	kırım
disinclination	isteksizlik
tabula	tablo
rasa	lezzet
showstopper	gösteriyi durduran şey
oaf	sersem
repugnance	tiksinti
sequitur	devamı
loafer	mokasen
rosebud	gül goncası
mortis	ölüm
crosscountry	Memleket boyunca
frill	fırfır
bookworm	kitap kurdu
fixin	sabit
renaming	yeniden adlandırma
preflight	ön kontrol
bullfrog	kurbağa
plait	örgü
sniffer	koklayıcı
bricklayer	duvarcı ustası
thalia	Thalia
nightstick	cop
huck	huck
lobotomy	lobotomi
moccasin	mokasen
tachycardia	taşikardi
arrondissement	bölge
choirboy	koro çocuğu
metalworking	metal işleme
breathalyzer	alkolmetre
montclair	Montclair
signee	imza sahibi
surround-sound	surround ses
terrarium	teraryum
semolina	irmik
stickball	çöp topu
wingtip	kanat ucu
feinstein	Feinştayn
guerra	gerilla
manta	manta
rhone	Rhone
coronado	koronado
embarkation	biniş
looking-glass	ayna
plat	plaka
salk	salk
wehrmacht	Wehrmacht
shabbat	Şabat
contiguity	bitişiklik
nuestro	bizim
vocalization	seslendirme
misma	Aynı
pygmalion	pigmalion
undercount	eksik saymak
aquella	O
grandmaster	büyük usta
griswold	griswold
rhinoplasty	burun estetiği
retinitis	retinit
sensenbrenner	Sensenbrenner
adsorption	adsorpsiyon
marketization	pazarlama
palmtop	avuç içi
apostolate	havarilik
lhe	o
trapezius	yamuk
grommet	rondela
potlatch	potlaç
chiefdom	şeflik
lasik	lasik
cacique	cacique
oba	oba
aminoglycoside	aminoglikozit
dexamethasone	deksametazon
esop	esop
jenny	Jenny
perrin	Perrin
almshouse	imarethane
ase	ase
mpla	mpla
christoph	Christoph
ligo	lig
itp	itp
stanch	sağlamlık
delude	kandırmak
incarcerate	hapsetmek
procreate	doğurmak
abrogate	yürürlükten kaldırmak
remediate	düzeltmek
retry	yeniden dene
drily	kuru bir şekilde
off-the-cuff	manşet dışı
agog	can atan
roguish	düzenbaz
jingoistic	şovenist
backless	sırtı açık
conflict-of-interest	çıkar çatışması
dispensable	vazgeçilebilir
explainable	açıklanabilir
untraceable	izlenemez
needful	gerekli
community-wide	topluluk çapında
hitless	isabetsiz
spasmodic	spazmodik
avaricious	açgözlü
tive	canlı
bal	bal
resource-rich	kaynak açısından zengin
blood-alcohol	kan-alkol
multi-level	çok seviyeli
ice-free	buzsuz
single-party	tek parti
back-end	arka uç
false-positive	yanlış pozitif
intermodal	intermodal
nonpublic	halka açık olmayan
anaphylactic	anafilaktik
newbery	yeniberi
sport-specific	spora özgü
cingular	tekil
tantric	tantrik
probative	kanıtlayıcı
patentable	patentlenebilir
bengali	Bengalce
post-treatment	tedavi sonrası
missoula	Missoula
psychophysical	psikofiziksel
cepheid	Sefeid
grameen	grameen
baha'i	Bahai
consociational	ortak
thornless	dikensiz
oncocytic	onkositik
wistfulness	özlem
before	önce
guffaw	kahkaha
megastar	megastar
earthiness	dünyevilik
trimming	kırpma
busybody	meşgul kimse
encase	kaplamak
wallflower	şebboy
refurbishment	yenileme
